ResponseId,MainBranch,Employment,EdLevel,OrgSize,YearsCodePro,YearsCode,DevType,ConvertedCompYearly,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSys,Age,Gender,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,CodingActivities
15879,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",13,15,"Database administrator;Developer, back-end;Developer, front-end;Developer, full-stack;Developer, QA or test;System administrator",41232.0,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;Python;TypeScript,MariaDB;MySQL,MariaDB;MySQL,Docker;Google Cloud Platform,Docker;Google Cloud Platform;Kubernetes;Microsoft Azure,Express;React.js,Express;Vue.js,Github;Microsoft Teams,Github;Microsoft Teams;Microsoft Azure,Windows,30.0,Man,Node.js,Apache Spark;Node.js,Hobby
15880,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",1,1,"Engineer, data",26388.0,SQL;VBA,HTML/CSS;JavaScript;PHP,,,Windows,Android,,,,,Windows,34.0,Man,,,Hobby
15881,I am a developer by profession,Employed full-time,Some college/university study without earning a degree,10 to 19 employees,Less than 1 year,7,"Developer, back-end;Developer, front-end;Developer, full-stack",13740.0,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Ruby,Haskell;Python;Rust,MySQL;PostgreSQL,,Arduino;Docker;Linux;Raspberry Pi,Arduino;Docker;Heroku;Linux;MacOS;Raspberry Pi,Ruby on Rails,Express;React.js,Github;Slack,,Linux-based,28.0,"Non-binary, genderqueer, or gender non-conforming",,Flutter;Node.js;React Native,Hobby
15893,I am a student who is learning to code,Student,Some college/university study without earning a degree,,,5,,,C++;HTML/CSS;JavaScript;PHP;Python;R,C++;HTML/CSS;Julia;Python;R,MySQL;SQLite,MySQL,AWS;Docker;Google Cloud Platform;Linux;Windows,Docker;Google Cloud Platform;Linux;Windows,Django;jQuery;React.js,,Github;Slack;Microsoft Teams;Trello,Github;Slack;Microsoft Teams;Trello,Windows,25.0,Man,Apache Spark;Hadoop;Pandas;TensorFlow;Torch/PyTorch,Apache Spark;Pandas;TensorFlow;Torch/PyTorch,Hobby
15903,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10 to 19 employees,9,15,"Developer, back-end;Developer, full-stack;Developer, game or graphics;Developer, mobile;Developer, QA or test;DevOps specialist;Educator;Engineer, site reliability;Senior executive/VP",41232.0,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL,Bash/Shell/PowerShell;C;Go;Java;JavaScript;Python;R;SQL;TypeScript,Elasticsearch;PostgreSQL;Redis,Elasticsearch;MongoDB;PostgreSQL;Redis;SQLite,AWS;Docker;Linux;Slack Apps and Integrations,Arduino;AWS;Docker;Google Cloud Platform;Kubernetes;Linux;MacOS;Microsoft Azure;Raspberry Pi;Windows,Django;Vue.js,Angular;Django;Spring;Vue.js,"Confluence;Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)","Confluence;Jira;Github;Gitlab;Slack;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",Linux-based,27.0,Man,Ansible,Ansible;Apache Spark;Hadoop;Pandas;TensorFlow;Teraform;Torch/PyTorch;Unreal Engine,
15904,I am a student who is learning to code,Student,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,,7,,,C;HTML/CSS;JavaScript;PHP,HTML/CSS;JavaScript;PHP,Firebase;MySQL;SQLite,Firebase;MySQL,Android;Linux;Windows,Android;iOS;Linux;Windows,jQuery;Laravel;Symfony,jQuery;Laravel;Symfony,"Github;Trello;Google Suite (Docs, Meet, etc)","Github;Trello;Google Suite (Docs, Meet, etc)",Linux-based,21.0,Man,TensorFlow,React Native;TensorFlow;Unity 3D,
15907,I am a developer by profession,Employed full-time,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10 to 19 employees,32,35,"Developer, desktop or enterprise applications",,Assembly;Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;SQL,Python;R;SQL;VBA,Oracle;PostgreSQL,Microsoft SQL Server;MongoDB;Oracle;PostgreSQL,AWS;Windows,AWS;Linux;Windows,,,Jira;Github;Slack;Trello,Jira;Github;Slack,Windows,59.0,Man,,,
15909,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,30,35,"Data or business analyst;Database administrator;Developer, desktop or enterprise applications;Developer, full-stack",32988.0,Assembly;HTML/CSS;Java;PHP;SQL;VBA,C#;Go;HTML/CSS;Java;PHP;Rust,Microsoft SQL Server;Oracle;PostgreSQL,Microsoft SQL Server;MySQL;Oracle;PostgreSQL,Linux;Windows,Android;Docker;Linux;Microsoft Azure;Windows;WordPress,,ASP.NET Core;Symfony;Vue.js,"Github;Trello;Google Suite (Docs, Meet, etc)",Github;Microsoft Teams;Stack Overflow for Teams,Linux-based,51.0,Man,.NET,.NET;.NET Core;Flutter;Node.js;Xamarin,Hobby
15918,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,13,13,"Developer, back-end;Developer, front-end;Developer, full-stack",17868.0,JavaScript;Ruby,JavaScript;Ruby,PostgreSQL,PostgreSQL,AWS;Linux;Slack Apps and Integrations,AWS;Linux,React.js;Ruby on Rails,React.js;Ruby on Rails,"Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)","Jira;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",Linux-based,30.0,Man,,,Hobby
15927,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,2,8,"Database administrator;Developer, back-end;Developer, front-end;Developer, full-stack;Product manager",16493.0,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;TypeScript,Bash/Shell/PowerShell;Dart;HTML/CSS;Java;JavaScript;Python;Scala;SQL;TypeScript,MySQL,MongoDB;MySQL;PostgreSQL,Docker;Linux;Slack Apps and Integrations;Windows,Android;Docker;Kubernetes;Linux;Slack Apps and Integrations,React.js,Express;React.js;Spring,"Github;Slack;Trello;Google Suite (Docs, Meet, etc)","Github;Gitlab;Trello;Google Suite (Docs, Meet, etc)",Linux-based,24.0,Woman,Keras;Node.js;Pandas;TensorFlow,Flutter;Pandas;TensorFlow,Hobby
15944,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,13,13,"Developer, front-end;Developer, mobile",49476.0,C++;HTML/CSS;Java;JavaScript;Kotlin;Ruby,HTML/CSS;JavaScript;Kotlin,Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis;SQLite,PostgreSQL,Android;AWS;Docker;Heroku,Android;Docker;Heroku,Angular.js;Flask;jQuery;React.js;Ruby on Rails,React.js,Jira;Github;Slack;Trello,Jira;Github;Slack;Trello,MacOS,31.0,Man,Node.js;React Native,,Hobby
15962,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,"Just me - I am a freelancer, sole proprietor, etc.",3,10,"Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, game or graphics;Marketing or sales professional;Product manager;System administrator",5496.0,HTML/CSS;Java;JavaScript;Ruby,HTML/CSS;JavaScript;Ruby,,,Linux;MacOS;Windows,Android;Linux;Windows,React.js,React.js,Github,Github,Linux-based,23.0,Man,Node.js,Node.js,Hobby
15973,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",23,23,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack",,C#;HTML/CSS;JavaScript;SQL,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;TypeScript,Microsoft SQL Server;MongoDB;Oracle,Elasticsearch;Microsoft SQL Server;MongoDB;Redis,Linux;Microsoft Azure;Windows,Android;AWS;Docker;Linux;Microsoft Azure;Windows,ASP.NET;jQuery,Angular;ASP.NET;ASP.NET Core;Express;jQuery;React.js,Jira;Github;Facebook Workplace;Slack;Microsoft Teams;Trello,Github;Microsoft Teams,Windows,40.0,Man,.NET,.NET;.NET Core;Flutter;Node.js;React Native,Hobby
15978,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,11,18,"Developer, full-stack",16488.0,HTML/CSS;Java;JavaScript;PHP;SQL,Dart;Kotlin;TypeScript,Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL,Elasticsearch,Arduino;Docker;MacOS;Raspberry Pi;Windows,AWS;Google Cloud Platform;Kubernetes,ASP.NET;jQuery;Spring,Express;React.js;Vue.js,Github;Trello,Gitlab,Windows,36.0,Man,Cordova,Flutter;Node.js;React Native,Hobby
15985,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,2,5,"Developer, full-stack",,HTML/CSS;Java;JavaScript;SQL,Dart;Go;JavaScript;Kotlin;Python;R;Ruby,MySQL;Oracle;SQLite,Elasticsearch;Firebase,Android,Android;AWS,jQuery;React.js,Angular;Django;Flask;Gatsby;React.js;Ruby on Rails;Vue.js,Github;Trello,Github;Gitlab;Trello,Windows,24.0,Man,,Flutter;Node.js;React Native,Hobby
15996,I am a developer by profession,Employed full-time,"Other doctoral degree (Ph.D., Ed.D., etc.)",20 to 99 employees,3,6,Academic researcher;Data scientist or machine learning specialist;Educator,41232.0,Python;R;SQL,Julia;Python;R;Scala;SQL,Microsoft SQL Server;MongoDB;MySQL,DynamoDB;Microsoft SQL Server;MongoDB;MySQL,AWS;Linux;MacOS;Raspberry Pi;Windows,AWS;Docker;Kubernetes;Linux;Microsoft Azure,Django;Flask,,"Github;Gitlab;Slack;Microsoft Teams;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)","Jira;Github;Gitlab;Slack;Microsoft Teams;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",Windows,33.0,Man,Keras;Pandas;TensorFlow,Apache Spark;Hadoop;Keras;Pandas;TensorFlow,Hobby
15997,I am a student who is learning to code,Employed part-time,Some college/university study without earning a degree,,,6,"Academic researcher;Data scientist or machine learning specialist;Database administrator;Developer, back-end;Educator;Engineer, data",,HTML/CSS;Java,C;C++;Haskell;Scala;SQL,PostgreSQL,PostgreSQL,,Google Cloud Platform;IBM Cloud or Watson;Linux;MacOS;Windows,,Flask;Vue.js,Github;Gitlab,Github;Gitlab,Linux-based,20.0,Man,,Pandas,Hobby
16012,I am a student who is learning to code,Student,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,,4,,,Python,,,,Linux,,,,Github,,Linux-based,,Man,,,Hobby
16020,I am a developer by profession,Employed full-time,Some college/university study without earning a degree,20 to 99 employees,2,4,"Developer, back-end;Developer, front-end;Developer, full-stack",13740.0,,Dart;HTML/CSS;JavaScript;TypeScript,Microsoft SQL Server;Oracle,Firebase;MongoDB;MySQL;PostgreSQL;Redis,Windows,AWS;Docker;Heroku;Kubernetes;Linux;MacOS;Microsoft Azure;Slack Apps and Integrations,,Express;Gatsby;React.js;Vue.js,"Github;Google Suite (Docs, Meet, etc)","Github;Slack;Google Suite (Docs, Meet, etc)",Windows,28.0,Man,,Flutter;Node.js;React Native;Unity 3D,Hobby
16030,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,3,8,Data or business analyst;Data scientist or machine learning specialist,13740.0,Python;R;SQL,Python;R;SQL,MySQL,MySQL,Microsoft Azure;Windows,Windows,,,Github;Slack;Microsoft Teams;Trello,Github;Slack;Microsoft Teams;Trello,Windows,26.0,Woman,,,Hobby
16035,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,4,7,"Designer;Developer, front-end;Developer, full-stack",12372.0,C#;HTML/CSS;JavaScript;PHP;SQL,HTML/CSS;JavaScript,Firebase;MongoDB;MySQL,Firebase;MongoDB,Android;Arduino;Heroku;Linux;Windows;WordPress,Arduino;Linux;Windows,Angular;ASP.NET;Express;jQuery;Laravel;React.js;Vue.js,Express;jQuery;Laravel;Vue.js,"Jira;Github;Slack;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",Github,Windows,22.0,Woman,Cordova;Node.js;React Native,Node.js,
16050,I am a developer by profession,Employed full-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10 to 19 employees,3,4,"Data scientist or machine learning specialist;Database administrator;Developer, full-stack;System administrator",5772.0,Bash/Shell/PowerShell;C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;R;SQL;TypeScript;VBA,Assembly;C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL,Microsoft SQL Server;MySQL;PostgreSQL,DynamoDB;PostgreSQL;SQLite,AWS;Docker,Android;Arduino;AWS;Raspberry Pi;Windows,Angular;Angular.js;jQuery;Laravel,Angular;Django;jQuery;React.js;Vue.js,Github;Slack;Trello,Github;Slack;Trello,Linux-based,26.0,Man,Pandas,.NET;.NET Core;Apache Spark;Hadoop;Keras;Pandas;React Native;TensorFlow;Unity 3D;Unreal Engine,Hobby
16081,I am a student who is learning to code,"Not employed, but looking for work","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,,Less than 1 year,Academic researcher,,HTML/CSS;Java,Go;HTML/CSS;Java;JavaScript;Kotlin,,Elasticsearch;Firebase;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle,Arduino;WordPress,Android;Arduino;AWS;Docker;Google Cloud Platform;Heroku;IBM Cloud or Watson;iOS;Kubernetes;Linux;MacOS;Microsoft Azure;Raspberry Pi;Slack Apps and Integrations;Windows;WordPress,,Angular;Angular.js;ASP.NET;ASP.NET Core;Gatsby;Laravel;React.js;Ruby on Rails;Spring;Vue.js,"Github;Slack;Trello;Google Suite (Docs, Meet, etc)","Github;Slack;Microsoft Teams;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",Windows,33.0,Man,,.NET;.NET Core;Flutter;Node.js;React Native;TensorFlow;Unity 3D;Unreal Engine,Hobby
16095,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,5,11,"Developer, front-end;Developer, mobile;Developer, QA or test",14660.0,Dart;HTML/CSS;JavaScript,Dart;JavaScript;TypeScript,,Firebase,Android;iOS,Android;iOS,Django;jQuery,,"Github;Slack;Google Suite (Docs, Meet, etc)","Github;Slack;Trello;Google Suite (Docs, Meet, etc)",Windows,30.0,Man,Flutter,Flutter;Node.js,
16096,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",5,10,"Developer, back-end;DevOps specialist",12372.0,C#;SQL,C#;Go;Kotlin;Python;SQL,Microsoft SQL Server;MongoDB;MySQL;Oracle,Microsoft SQL Server,Microsoft Azure;Windows,Microsoft Azure;Windows,ASP.NET;ASP.NET Core,Angular.js;ASP.NET;ASP.NET Core;Django,Github;Microsoft Teams;Microsoft Azure,Github;Microsoft Azure,Windows,26.0,Man,.NET;.NET Core,.NET;.NET Core;Flutter;Node.js,
16098,I am a student who is learning to code,Student,Some college/university study without earning a degree,,,5,,,C;C#;C++;Haskell;HTML/CSS;Java;JavaScript;Julia;PHP;Python;R;SQL,C#;C++;HTML/CSS;JavaScript;Python,Microsoft SQL Server;MySQL;PostgreSQL,PostgreSQL,AWS;Docker;Google Cloud Platform;Linux;Windows,Android;Google Cloud Platform;Linux;Windows,ASP.NET,ASP.NET;ASP.NET Core;Django;React.js,Github;Trello,Github;Trello,Windows,22.0,Man,.NET;Unity 3D;Unreal Engine,.NET;.NET Core;Node.js;React Native;Unity 3D;Unreal Engine,Hobby
16102,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,11,15,"Developer, back-end;Developer, full-stack;Developer, mobile",19236.0,Bash/Shell/PowerShell;Go;JavaScript;PHP;Python;SQL,Dart;JavaScript;PHP;Python;SQL,Microsoft SQL Server;MySQL;SQLite,Cassandra;MariaDB;MongoDB;PostgreSQL,Android;Heroku;Linux,AWS;Google Cloud Platform;Kubernetes,Flask,Laravel;React.js;Vue.js,Github;Slack;Trello,,Linux-based,31.0,Man,,Flutter;Pandas;React Native,Hobby
16103,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",10,14,"Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, mobile;Engineer, data",,C;C#;C++;Java;Kotlin,Dart;Java;Kotlin,SQLite,Firebase;MongoDB;MySQL,Android;Windows,Android;AWS;Docker;Google Cloud Platform,Spring,,Confluence;Jira;Github;Gitlab;Slack;Microsoft Teams;Trello,Jira;Github;Gitlab;Slack,Windows,33.0,Man,Cordova;Node.js,,Hobby
16104,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,6,8,"Data or business analyst;Developer, back-end;Developer, full-stack;Engineer, data",20616.0,Bash/Shell/PowerShell;Go;Java;JavaScript;PHP;Python;Scala;SQL,Bash/Shell/PowerShell;Go;JavaScript;Kotlin;Python;SQL,Elasticsearch;MongoDB;MySQL;Redis,MongoDB;MySQL;PostgreSQL,Docker;Kubernetes;Linux;MacOS,Android;AWS;Docker;Google Cloud Platform;Kubernetes;Linux,jQuery,Vue.js,"Jira;Github;Gitlab;Trello;Google Suite (Docs, Meet, etc)","Jira;Github;Gitlab;Trello;Google Suite (Docs, Meet, etc)",Linux-based,30.0,Man,,Hadoop,Hobby
16113,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,5,6,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;DevOps specialist;Engineer, site reliability;Engineering manager",10992.0,HTML/CSS;JavaScript;PHP;SQL,C#;Dart;Go;HTML/CSS;JavaScript;Kotlin;Python;SQL;TypeScript,Elasticsearch;MongoDB;MySQL,DynamoDB;Elasticsearch;Firebase;PostgreSQL;Redis,Android;AWS;Docker;Linux,Android;AWS;Docker;Google Cloud Platform;Heroku;IBM Cloud or Watson;Kubernetes;Linux;MacOS;Raspberry Pi;Slack Apps and Integrations,Express;jQuery;React.js,Angular;ASP.NET Core;Django;Express;Flask;Gatsby;Laravel;React.js;Spring;Symfony;Vue.js,"Github;Trello;Google Suite (Docs, Meet, etc);Stack Overflow for Teams","Confluence;Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",Linux-based,26.0,Man,Cordova;Node.js,.NET Core;Chef;Flutter;Node.js;Puppet;TensorFlow;Teraform;Torch/PyTorch;Unity 3D;Unreal Engine;Xamarin,Hobby
16120,I am a developer by profession,Employed full-time,Some college/university study without earning a degree,10 to 19 employees,7,9,"Database administrator;Designer;Developer, back-end;Developer, front-end;Developer, full-stack;DevOps specialist;Engineering manager;System administrator",32988.0,Bash/Shell/PowerShell;HTML/CSS;JavaScript;SQL;TypeScript,Bash/Shell/PowerShell;Dart;Go;HTML/CSS;JavaScript;Rust;Swift;TypeScript,Microsoft SQL Server;MongoDB;Oracle;PostgreSQL;Redis,MongoDB;PostgreSQL;Redis,AWS;Docker;Google Cloud Platform;Heroku;Kubernetes;Linux;MacOS;Microsoft Azure;Windows,AWS;Docker;Google Cloud Platform;Heroku;Kubernetes;Linux;MacOS;Microsoft Azure;Raspberry Pi;Windows,Express;Vue.js,ASP.NET Core;Express;Gatsby;React.js;Vue.js,"Github;Gitlab;Slack;Microsoft Teams;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)","Github;Gitlab;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",MacOS,25.0,Man,Node.js,.NET Core;Flutter;Node.js;React Native;Unity 3D,Hobby
16132,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",3,7,"Developer, back-end;Developer, front-end;Developer, full-stack",17409.0,Go;HTML/CSS;JavaScript,Go;JavaScript;Python,MongoDB;MySQL;Redis,Elasticsearch;Firebase,Docker;MacOS;Slack Apps and Integrations,Docker;Linux,React.js,Django;Express,"Gitlab;Slack;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",Github;Gitlab;Slack;Microsoft Teams;Trello,MacOS,,Man,,Flutter;Node.js;React Native,Hobby
16140,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,7,12,"Designer;Developer, front-end;Developer, full-stack;Developer, mobile",14844.0,HTML/CSS;Java;JavaScript;TypeScript,HTML/CSS;JavaScript;Ruby;TypeScript,PostgreSQL,MongoDB,,Docker,Angular;Angular.js;jQuery,Angular;jQuery;React.js;Ruby on Rails;Vue.js,Confluence;Jira;Microsoft Teams,Confluence;Jira;Github;Gitlab;Microsoft Teams,Windows,26.0,Woman,,Node.js,Hobby
16155,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",9,15,"Developer, back-end;DevOps specialist;Engineer, site reliability",26112.0,Assembly;Bash/Shell/PowerShell;C;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;SQL,Bash/Shell/PowerShell;C++;Go;JavaScript;Kotlin;Python,DynamoDB;Elasticsearch;Microsoft SQL Server;MongoDB;PostgreSQL;Redis,DynamoDB;MongoDB;PostgreSQL;Redis,Android;AWS;Docker;Google Cloud Platform;Kubernetes;Linux;Microsoft Azure;Windows,Android;AWS;Docker;Google Cloud Platform;Kubernetes;Linux;Slack Apps and Integrations,Express;Flask,Flask,"Confluence;Jira;Github;Facebook Workplace;Slack;Trello;Google Suite (Docs, Meet, etc)","Gitlab;Slack;Google Suite (Docs, Meet, etc)",Linux-based,31.0,Man,Ansible;Apache Spark;Chef;Hadoop;Node.js;Puppet;Teraform,Node.js;Teraform,
16177,I am a developer by profession,Employed full-time,"Associate degree (A.A., A.S., etc.)","5,000 to 9,999 employees",6,6,"Developer, mobile",21996.0,Java;JavaScript;Kotlin,Dart,SQLite,,Android,Android;Raspberry Pi,,,"Jira;Github;Gitlab;Facebook Workplace;Slack;Google Suite (Docs, Meet, etc)",,MacOS,24.0,Man,,Flutter,
16181,I am a developer by profession,Employed full-time,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","10,000 or more employees",4,10,"Data scientist or machine learning specialist;Engineer, data",45814.0,Bash/Shell/PowerShell;Java;Python;R;Scala;SQL,Bash/Shell/PowerShell;Python;R;Scala;SQL,Cassandra;MySQL;PostgreSQL,Cassandra;Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis,AWS;Docker;Google Cloud Platform;Linux;MacOS;Windows,AWS;Docker;Google Cloud Platform;Kubernetes;Linux;MacOS;Raspberry Pi;Windows,,,"Github;Gitlab;Slack;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)","Confluence;Jira;Github;Gitlab;Slack;Microsoft Azure;Google Suite (Docs, Meet, etc)",MacOS,28.0,Man,Apache Spark;Hadoop;Keras;Pandas;TensorFlow;Torch/PyTorch,Apache Spark;Hadoop;Torch/PyTorch,
16184,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,3,8,"Data scientist or machine learning specialist;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, game or graphics;Developer, QA or test;Engineer, data",11820.0,Assembly;Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL,C;C++;Go;Julia;Python;R;SQL,MySQL;PostgreSQL,Cassandra;Elasticsearch;Firebase;MongoDB;Redis,Android;AWS;Docker;Linux;Windows,Docker;Kubernetes;Linux;Microsoft Azure;Windows,Express;jQuery;Spring;Vue.js,Django;Spring,Jira;Github;Gitlab;Slack;Trello,Jira;Github;Gitlab;Slack;Trello,Linux-based,25.0,Man,Keras;Node.js;Pandas;TensorFlow;Unity 3D,Apache Spark;Hadoop;Keras;Pandas;TensorFlow;Torch/PyTorch;Unity 3D;Unreal Engine,Hobby
16193,I am a developer by profession,Employed full-time,"Other doctoral degree (Ph.D., Ed.D., etc.)","5,000 to 9,999 employees",15,25,Academic researcher;Data or business analyst;Data scientist or machine learning specialist,27492.0,Bash/Shell/PowerShell;HTML/CSS;Python;SQL,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;PHP;Python;SQL,MySQL;Oracle,MySQL;Oracle,Linux;Windows,AWS;Docker;Google Cloud Platform;Kubernetes;Linux;Microsoft Azure;Windows,,,Microsoft Teams,Github;Microsoft Teams;Microsoft Azure;Trello,Windows,52.0,Woman,Pandas,Hadoop;Pandas;TensorFlow;Torch/PyTorch,
16195,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",2,12,"Developer, back-end;Developer, full-stack",17868.0,Go;Python,Assembly;C++;Go;Kotlin;Rust;Swift;TypeScript,MongoDB;MySQL;Redis,Cassandra;MongoDB;MySQL;Redis,Docker;MacOS,Arduino;Docker;Kubernetes;Linux;Raspberry Pi,Django;React.js,,"Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",Github;Gitlab;Slack;Trello,MacOS,24.0,Man,Unity 3D,Unity 3D,Hobby
16211,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,8,8,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, mobile",8928.0,C#;SQL,Dart;HTML/CSS;JavaScript;SQL,Firebase,MongoDB;MySQL;Oracle,Windows,Android;Linux;MacOS;Windows,,React.js;Vue.js,Github;Gitlab;Slack,Github;Gitlab;Slack;Trello,Windows,26.0,Man,,Flutter;Node.js;React Native,Hobby
16214,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",9,19,"Developer, back-end;Developer, desktop or enterprise applications;Developer, full-stack;Engineering manager",30240.0,HTML/CSS;Java;Python;SQL,Go;HTML/CSS;Java;JavaScript;Rust,MariaDB;MongoDB;MySQL;Redis,MongoDB;Redis,AWS;Kubernetes;MacOS;Slack Apps and Integrations,Android;Arduino;Docker;Heroku;Kubernetes;MacOS;Microsoft Azure;Slack Apps and Integrations,Flask;Spring,React.js;Spring,Jira;Gitlab;Slack;Trello,"Github;Slack;Microsoft Teams;Google Suite (Docs, Meet, etc)",MacOS,31.0,Man,,Flutter;React Native;Unity 3D;Unreal Engine,Hobby
